created,creator,id,is_archived,is_channel,is_general,is_member,is_org_shared,is_shared,name,name_normalized,num_members,previous_names,purpose.creator,purpose.last_set,purpose.value,topic.creator,topic.last_set,topic.value
1481935800,U39JB4RGR,C3GNDQLLF,False,True,False,True,False,False,election-transparency,election-transparency,308,['voter-fraud'],U3F29FGUQ,1487029621,Collecting data and building models and visualizations to further the public's understanding of the electoral system.,U3F29FGUQ,1484833993,Check out our GH Page: https://github.com/Data4Democracy/election-transparency
1485812031,U3GCLA9BR,C3YFB4874,False,True,False,False,False,False,eventador,eventador,34,[],U3GCLA9BR,1485812265,https://github.com/Data4Democracy/assemble,U3GCLA9BR,1485812278,https://github.com/Data4Democracy/assemble/issues/12
1486602774,U3R8NBDUL,C433HKG2Z,True,True,False,False,False,False,everything,everything,0,[],,0,,,0,
1488165531,U3Z8QQTPU,C4AP5T51A,False,True,False,False,False,False,factcheck,factcheck,65,['factcheckbot'],U3Z8QQTPU,1488165531,To combat alternative facts via Twitter,U3Z8QQTPU,1492018793,A home for all things fact-checking-related in D4D.
1482089747,U39JB4RGR,C3GVCNKCN,False,True,False,True,False,False,far-right,far-right,253,[],U39JB4RGR,1482089747,"Projects investigating the alt-right, militia groups, etc.",U3FNVRZA6,1485785083,Check out https://github.com/Data4Democracy/far-right-analysis for an intro to #far-right and the latest news on what we're working on.
1494516788,U3GCLA9BR,C5CUM3FHC,True,True,False,False,False,False,fr-election-analysis,fr-election-analysis,0,[],U3GCLA9BR,1494516789,Brainstorm/coordinate post or series of posts following up on https://medium.com/data-for-democracy/democracy-hacked-a46c04d9e6d1,,0,
1480790983,U39JB4RGR,C39HEA0UQ,False,True,True,True,False,False,general,general,1772,[],U39JB4RGR,1484605960,"This channel is for hanging out and announcements. We'll make more specific channels for projects as necessary, but for now, introduce yourself and checked out the pinned posts! If you need help, ping @gecky or @jonathon, or head over to #onboarding!",U53N45ZRV,1492810475,Ping @projects for ideas on how to get involved! Start here to learn about what we're working on: https://github.com/Data4Democracy/read-this-first
1491020023,U4TN4G4MD,C4T4R1RGV,False,True,False,False,False,False,gerrymandering-fun,gerrymandering-fun,19,[],U4TN4G4MD,1491020023,To discuss Gerrymandering,,0,
1490376029,U3YMGF96Y,C4PAFB7PV,False,True,False,False,False,False,gif,gif,4,[],U3YMGF96Y,1490376029,for those of us who communicate with pictures,,0,
1483651991,U3GCLA9BR,C3N1L9MS9,False,True,False,True,False,False,github-help,github-help,78,[],U3GCLA9BR,1484228978,Ask questions &amp; experiment with git &amp; github in a group setting.,U3GCLA9BR,1484229009,https://github.com/Data4Democracy/github-playground
1485960789,U3GCLA9BR,C3YP8H2NM,False,True,False,True,False,False,github-labels,github-labels,8,[],,0,,,0,
1487943759,U41047U9Z,C49U954SX,False,True,False,False,False,False,glossary-bot,glossary-bot,3,[],U41047U9Z,1487943759,Default public channel for glossary bot,,0,
1489846777,U3F29FGUQ,C4KKTHNGH,False,True,False,False,False,False,hackathon-city-dc,hackathon-city-dc,23,[],U3F29FGUQ,1489846777,Discuss projects for the April 1 D4D Hackathon in DC,,0,
1490226154,U3F29FGUQ,C4MLJAD5E,False,True,False,False,False,False,hackathon-elect-trans,hackathon-elect-trans,30,['hackathon_elect_trans'],U3F29FGUQ,1490226155,Discuss projects for the March Hackathon for the Election Transparency group,,0,
1490810383,U3Y7W5HD1,C4QSRUKEU,False,True,False,True,False,False,hackathon-imm-conn,hackathon-imm-conn,9,[],U3Y7W5HD1,1490810383,Discuss projects for the March hackathon related to the immigration-connect project,,0,
1488301284,U3GHB48AC,C4BFJ5GHZ,False,True,False,True,False,False,hackathon-mar2017,hackathon-mar2017,183,[],U3GHB48AC,1488301284,"Discussion around the first D4D Hackathon, Mar 31-Apr 2",,0,
1491010848,U3FNRCTC3,C4SB2PUM7,False,True,False,False,False,False,hackathon-seattle17,hackathon-seattle17,21,[],U3FNRCTC3,1491010848,For those participating in the in-person Seattle hackathon,,0,
1490816181,U3WNV70JY,C4RNN5W85,False,True,False,True,False,False,hackathon-story,hackathon-story,62,[],U3WNV70JY,1490816182,"For dashing off live updates during the D4D hackathon, to be polished up and posted on social media.",,0,
1490042523,U3R8NBDUL,C4MN45WAK,False,True,False,False,False,False,hangouts,hangouts,38,[],U3R8NBDUL,1490042523,Have a topic for a future hangout? Want to hang?,,0,
1491062612,U3Y7W5HD1,C4T6X9Y0M,False,True,False,False,False,False,hate-classifier,hate-classifier,10,[],U3Y7W5HD1,1491062613,Working on hate speech classifier,,0,
1485896213,U3FL9S37D,C3ZNS59SS,False,True,False,True,False,False,hatecrime,hatecrime,29,[],U3FL9S37D,1485896214,Build the tools and infrastructure to create a georeferenced dataset on hatecrimes in Europe,,0,
1493311134,U4Z0E0Y3T,C55K4MV9A,False,True,False,False,False,False,housing,housing,10,[],U4Z0E0Y3T,1493324835,"general place for housing &amp; urban development projects! please join if you have interest proposing analyses and data collection involving housing/rental costs, zoning / development, gentrification, and the built environment.",,0,
1490149100,U3N2807JL,C4NEXKLNT,False,True,False,True,False,False,i-kids-and-families,i-kids-and-families,13,['fragile-families'],U3N2807JL,1496949774,A space to brainstorm and kick off projects related to kids and families!,U3N2807JL,1496949774,interest group - kids and families
1487706557,U43A3TXFX,C495V52S2,True,True,False,False,False,False,id-infrastructure,id-infrastructure,0,[],U43A3TXFX,1487706557,Infrastructure for the internal displacement project,,0,
1485658880,U39JB4RGR,C3XQVHBHR,False,True,False,True,False,False,immigration-connect,immigration-connect,95,[],U3FDWTM88,1489127204,Support non-profits working on immigration issues,,0,
1491856216,U4XTZK7L6,C4XAP5J05,True,True,False,False,False,False,indiadata,indiadata,0,[],U4XTZK7L6,1491856217,exclusive insight into data pertaining to India,,0,
1487284504,U39JB4RGR,C46162WJV,False,True,False,True,False,False,indivisible,indivisible,97,[],U39JB4RGR,1487284505,Aggregating call to action sites into a single application.,U4290V50Q,1488248841,github: https://github.com/Data4Democracy/indivisible
1486778083,U3F4NHLKB,C447NMTQV,False,True,False,True,False,False,internal-displacement,internal-displacement,98,[],U3F4NHLKB,1486778084,For technical discussion on the IDETECT #refugees project.,U3F4NHLKB,1487014016,GitHub repo: https://github.com/Data4Democracy/internal-displacement
1482424576,U3F4XHZ6D,C3JN38A3G,False,True,False,True,False,False,jobs,jobs,276,[],U3F4XHZ6D,1482424609,"Repository for anyone looking for data science talent, or data scientists looking for work",,0,
1487951056,U3XMA76FJ,C49CA3Z9P,False,True,False,True,False,False,julia,julia,13,[],U3XMA76FJ,1487951056,for anyone curious about julia!,,0,
1487991062,U3GNC6NR5,C4ADZ737X,False,True,False,False,False,False,justice,justice,23,[],U3GNC6NR5,1487991062,Data projects with justice data,,0,
1483310756,U3FMRAZPF,C3M1438AJ,False,True,False,False,False,False,kenya-pol-rhetoric,kenya-pol-rhetoric,22,[],U3FMRAZPF,1483310757,"Coordinating the ""Tracking the statements of Kenyan elites on social media"" project",,0,
1483080547,U3J2Q8WCT,C3KT6MZ9Q,False,True,False,True,False,False,learning,learning,323,[],U3J2Q8WCT,1483080548,A place to ask for help and share resources for learning to work with data,U3J2Q8WCT,1483080595,A place to ask for help and share resources for learning to work with data
1491024706,U3FDWTM88,C4TNC0PQE,False,True,False,True,False,False,local-impact,local-impact,20,[],U3FDWTM88,1491026410,Inform voters of the local contributions of agencies targeted to be eliminated by Trump administration. Provide voters contact information of their congressional representatives.,,0,
1485054124,U3KS0T0AC,C3UNRTWD8,False,True,False,True,False,False,marches,marches,53,['womens-march'],U3KS0T0AC,1486906823,The purpose of this channel is to discuss analyzing data related to Women's Marches and the Science Marches. ,,0,
1485789885,U3N2807JL,C3XHBBHNC,False,True,False,True,False,False,micro-projects,micro-projects,294,[],U3N2807JL,1485790103,https://github.com/Data4Democracy/micro-projects,,0,
1486828927,U41N5Q1V4,C43G0AGUQ,True,True,False,False,False,False,microprojects,microprojects,0,[],,0,,,0,
1491805409,U4SA2DQ5P,C4XF8GEKG,True,True,False,False,False,False,mistakes,mistakes,0,['film'],U4SA2DQ5P,1491805483,Created by mistake,,0,
1487702633,U3YBT54FM,C48C1BRH9,False,True,False,False,False,False,mode,mode,3,[],U3YBT54FM,1487702633,"mode analytics admin, data questions",,0,
1485182618,U3R8NBDUL,C3V6WB80M,False,True,False,True,False,False,news,news,133,[],U3R8NBDUL,1485182619,Have a news article that the community should be aware of? Post it here!,,0,
1484611833,U3FQ17PDZ,C3RJME6U9,False,True,False,True,False,False,nlp-twitter,nlp-twitter,84,[],U3FQ17PDZ,1484611834,explore and create nlp pipelines/analyses for twitter data,,0,
1491058602,U3RF46LP9,C4T3YSHMY,False,True,False,False,False,False,nyc-4chan,nyc-4chan,4,[],,0,,,0,
1490192156,U3XMA76FJ,C4MAYU8LR,False,True,False,False,False,False,nyc-hack-stakeholders,nyc-hack-stakeholders,11,[],U3XMA76FJ,1490192156,logistics for the nyc hackathon!,,0,
1491058216,U4T1NQ10T,C4TQAMQJK,False,True,False,False,False,False,nycfostercare,nycfostercare,5,[],U4T1NQ10T,1491058216,On-boarding of optimal foster families in the most efficient manner possible,,0,
1484604458,U39JB4RGR,C3S64JPTM,False,True,False,True,False,False,onboarding,onboarding,683,[],U39JB4RGR,1484604459,Getting help getting started!,,0,
1486307213,U3F29FGUQ,C4161CDCJ,False,True,False,False,False,False,open-elections,open-elections,66,[],U3F29FGUQ,1486307213,Channel to discuss helping out the OpenElections team collect elections data,U3GKNAT9S,1490882161,Helping collect elections data for the Open Elections Project: http://www.openelections.net/
